V1,V2,V3
1,0.004975124378109453,0.35459575057029724
1,0.004975124378109453,0.35459575057029724
1,0.004975124378109454,0.35459575057029724
0.9995333644423705,0.004984272692555819,0.35459575057029724
0.999066728884741,0.004993463306162764,0.35459575057029724
0.9986000933271115,0.005002696512978716,0.35459575057029724
0.998133457769482,0.005011972609783924,0.35459575057029724
0.9976668222118525,0.005021291896122257,0.35459575057029724
0.997200186654223,0.005030654674333444,0.35459575057029724
0.9967335510965936,0.005040061249585776,0.35459575057029724
0.9962669155389641,0.005049511929909259,0.35459575057029724
0.9958002799813346,0.005059007026229236,0.35459575057029724
0.9953336444237051,0.005068546852400488,0.35459575057029724
0.9948670088660756,0.005078131725241815,0.35459575057029724
0.9944003733084461,0.005087761964571108,0.35459575057029724
0.9939337377508166,0.005097437893240924,0.35459575057029724
0.9934671021931871,0.00510715983717456,0.35459575057029724
0.9930004666355576,0.005116928125402653,0.35459575057029724
0.9925338310779281,0.005126743090100299,0.35459575057029724
0.9920671955202987,0.005136605066624706,0.35459575057029724
0.9916005599626692,0.005146514393553386,0.35459575057029724
0.9911339244050397,0.005156471412722911,0.35459575057029724
0.9906672888474102,0.005166476469268213,0.35459575057029724
0.9902006532897807,0.005176529911662468,0.35459575057029724
0.9897340177321512,0.005186632091757549,0.35459575057029724
0.9892673821745217,0.005196783364825076,0.35459575057029724
0.9888007466168922,0.005206984089598069,0.35459575057029724
0.9883341110592627,0.005217234628313199,0.35459575057029724
0.9878674755016332,0.00522753534675367,0.35459575057029724
0.9874008399440037,0.005237886614292731,0.35459575057029724
0.9869342043863742,0.0052482888039378246,0.35459575057029724
0.9864675688287448,0.005258742292375395,0.35459575057029724
0.9860009332711153,0.005269247460016355,0.35459575057029724
0.9855342977134858,0.005279804691042238,0.35459575057029724
0.9850676621558563,0.005290414373452024,0.35459575057029724
0.9846010265982268,0.005301076899109678,0.35459575057029724
0.9841343910405973,0.005311792663792397,0.35459575057029724
0.9836677554829678,0.005322562067239574,0.35459575057029724
0.9832011199253383,0.00533338551320251,0.35459575057029724
0.9827344843677088,0.005344263409494873,0.35459575057029724
0.9822678488100793,0.005355196168043914,0.35459575057029724
0.9818012132524498,0.005366184204942468,0.35459575057029724
0.9813345776948204,0.005377227940501742,0.35459575057029724
0.9808679421371909,0.005388327799304909,0.35459575057029724
0.9804013065795614,0.005399484210261519,0.35459575057029724
0.9799346710219319,0.005410697606662747,0.35459575057029724
0.9794680354643024,0.005421968426237487,0.35459575057029724
0.9790013999066729,0.005433297111209314,0.35459575057029724
0.9785347643490434,0.005444684108354317,0.35459575057029724
0.9780681287914139,0.005456129869059839,0.35459575057029724
0.9776014932337844,0.005467634849384119,0.35459575057029724
0.9771348576761549,0.005479199510116869,0.35459575057029724
0.9766682221185254,0.005490824316840788,0.35459575057029724
0.976201586560896,0.005502509739994049,0.35459575057029724
0.9757349510032665,0.005514256254933761,0.35459575057029724
0.975268315445637,0.005526064342000419,0.35459575057029724
0.9748016798880075,0.005537934486583394,0.35459575057029724
0.974335044330378,0.005549867179187429,0.35459575057029724
0.9738684087727485,0.005561862915500216,0.35459575057029724
0.973401773215119,0.005573922196461027,0.35459575057029724
0.9729351376574895,0.005586045528330451,0.35459575057029724
0.97246850209986,0.005598233422761234,0.35459575057029724
0.9720018665422305,0.005610486396870271,0.35459575057029724
0.971535230984601,0.005622804973311729,0.35459575057029724
0.9710685954269715,0.00563518968035138,0.35459575057029724
0.9706019598693421,0.005647641051942096,0.35459575057029724
0.9701353243117126,0.005660159627800608,0.35459575057029724
0.9696686887540831,0.005672745953485472,0.35459575057029724
0.9692020531964536,0.0056854005804763364,0.35459575057029724
0.9687354176388241,0.005698124066254478,0.35459575057029724
0.9682687820811946,0.0057109169743846805,0.35459575057029724
0.9678021465235651,0.005723779874598428,0.35459575057029724
0.9673355109659356,0.005736713342878504,0.35459575057029724
0.9668688754083061,0.005749717961544943,0.35459575057029724
0.9664022398506766,0.0057627943193424526,0.35459575057029724
0.9659356042930471,0.005775943011529239,0.35459575057029724
0.9654689687354177,0.005789164639967353,0.35459575057029724
0.9650023331777882,0.005802459813214507,0.35459575057029724
0.9645356976201587,0.005815829146617463,0.35459575057029724
0.9640690620625292,0.005829273262406952,0.35459575057029724
0.9636024265048997,0.005842792789794228,0.35459575057029724
0.9631357909472702,0.005856388365069211,0.35459575057029724
0.9626691553896407,0.005870060631700335,0.35459575057029724
0.9622025198320112,0.0058838102404360475,0.35459575057029724
0.9617358842743817,0.005897637849408069,0.35459575057029724
0.9612692487167522,0.005911544124236401,0.35459575057029724
0.9608026131591227,0.005925529738136125,0.35459575057029724
0.9603359776014933,0.005939595372026054,0.35459575057029724
0.9598693420438638,0.00595374171463923,0.35459575057029724
0.9594027064862343,0.005967969462635356,0.35459575057029724
0.9589360709286048,0.0059822793207151455,0.35459575057029724
0.9584694353709753,0.005996672001736685,0.35459575057029724
0.9580027998133458,0.006011148226833799,0.35459575057029724
0.9575361642557163,0.006025708725536506,0.35459575057029724
0.9570695286980868,0.006040354235893558,0.35459575057029724
0.9566028931404573,0.006055085504597159,0.35459575057029724
0.9561362575828278,0.006069903287109858,0.35459575057029724
0.9556696220251983,0.006084808347793704,0.35459575057029724
0.9552029864675688,0.006099801460041668,0.35459575057029724
0.9547363509099394,0.006114883406411428,0.35459575057029724
0.9542697153523099,0.0061300549787615104,0.35459575057029724
0.9538030797946804,0.006145316978389893,0.35459575057029724
0.9533364442370509,0.006160670216175069,0.35459575057029724
0.9528698086794214,0.00617611551271967,0.35459575057029724
0.9524031731217919,0.006191653698496659,0.35459575057029724
0.9519365375641624,0.006207285613998195,0.35459575057029724
0.9514699020065329,0.006223012109887169,0.35459575057029724
0.9510032664489034,0.006238834047151531,0.35459575057029724
0.9505366308912739,0.006254752297261404,0.35459575057029724
0.9500699953336444,0.006270767742329104,0.35459575057029724
0.949603359776015,0.006286881275272077,0.35459575057029724
0.9491367242183855,0.006303093799978861,0.35459575057029724
0.948670088660756,0.006319406231478091,0.35459575057029724
0.9482034531031265,0.006335819496110663,0.35459575057029724
0.947736817545497,0.006352334531705081,0.35459575057029724
0.9472701819878675,0.006368952287756094,0.35459575057029724
0.946803546430238,0.006385673725606652,0.35459575057029724
0.9463369108726085,0.006402499818633304,0.35459575057029724
0.945870275314979,0.006419431552435078,0.35459575057029724
0.9454036397573495,0.006436469925025921,0.35459575057029724
0.94493700419972,0.0064536159470307995,0.35459575057029724
0.9444703686420906,0.006470870641885524,0.35459575057029724
0.9440037330844611,0.006488235046040382,0.35459575057029724
0.9435370975268316,0.0065057102091676715,0.35459575057029724
0.9430704619692021,0.006523297194373219,0.35459575057029724
0.9426038264115726,0.006540997078411966,0.35459575057029724
0.9421371908539431,0.006558810951907728,0.35459575057029724
0.9416705552963136,0.006576739919577205,0.35459575057029724
0.9412039197386841,0.006594785100458353,0.35459575057029724
0.9407372841810546,0.006612947628143215,0.35459575057029724
0.9402706486234251,0.006631228651015293,0.35459575057029724
